"","major_category","major","unwgt_num","num","num_in_grad","num_went_grad","num_no_grad","pct","pct_in_grad","pct_went_grad","pct_no_grad","num_lowend","num_noncollege","pct_lowend","pct_noncollege","per25_ftyr_earn","med_ftyr_earn","per75_ftyr_earn","ever_marr","men","women","white","black","natam","asian","hispan","pct_ever_marr","pct_men","pct_women","pct_white","pct_black","pct_natam","pct_asian","pct_hispan"
"68","Engineering","Electrical Engineering",1406,160237,22688,42806,91754,0.0130692614497446,0.141590269413431,0.267141796214357,0.572614315045838,2279,29965,0.0142226826513227,0.187004249954755,50000,68000,83928.687,34540,130959,29278,91148,6641,28,56035,10330,0.215555708107366,0.817283149335047,0.182716850664953,0.568832416982345,0.0414448598014191,0.000174741164649862,0.349700755755537,0.0644670082440385
"69","Engineering","Electrical Engineering Technology",134,15833,1499,3298,10591,0.00129137225817886,0.0946756773826817,0.208299122086781,0.668919345670435,336,4668,0.0212214993999874,0.294827259521253,40000,63000,74000,5084,11706,4127,6903,712,85,7104,946,0.321101496873618,0.739341880881703,0.260658119118297,0.435988126065812,0.0449693677761637,0.00536853407440157,0.448683130171162,0.0597486262868692
"70","Engineering","Environmental Engineering",107,10823,1041,1946,7674,0.000882746286254646,0.0961840524808279,0.179802272937263,0.709045551141088,164,2399,0.015152915088238,0.221657581077335,30335.67,50559.45,66738.474,1516,4951,5872,8447,258,0,944,1080,0.140072068742493,0.457451723182112,0.542548276817888,0.780467522867966,0.0238381225168622,0,0.0872216575810773,0.0997874896054698
"71","Engineering","General Engineering",817,118154,11333,21101,80987,0.00963688484765143,0.0959171928161552,0.178588960170625,0.685435956463598,2240,27796,0.0189583086480356,0.235252297848571,40447.56,60671.34,74000,25817,93169,24985,78091,8093,519,23048,14733,0.218502970699257,0.788538686798585,0.211461313201415,0.660925571711495,0.0684953535216751,0.00439257240550468,0.195067454339252,0.124693197014066
"72","Engineering","Industrial And Manufacturing Engineering",364,39020,4234,4294,29496,0.0031825519809347,0.108508457201435,0.110046130189646,0.755920041004613,1004,7492,0.0257303946694003,0.192004100461302,50559.45,65000,75000,9975,26188,12832,30996,1316,0,4293,5723,0.255638134290108,0.671143003587904,0.328856996412096,0.794361865709892,0.0337262942080984,0,0.110020502306509,0.146668375192209
"73","Engineering","Mechanical Engineering",2169,235233,26227,29139,175639,0.0191860904697902,0.1114937104913,0.123872925992527,0.746659694855739,2532,46566,0.010763795895984,0.197956919309791,50559.45,65000,75839.175,55619,204399,30834,187969,7446,484,27601,23016,0.23644216585258,0.868921452347247,0.131078547652753,0.799075809941632,0.0316537220543036,0.00205753444457198,0.117334727695519,0.0978434148270013
"74","Engineering","Mechanical Engineering Related Technologies",100,9843,200,352,9291,0.000802815457415179,0.0203190084323885,0.0357614548410038,0.943919536726608,395,3509,0.0401300416539673,0.356497002946256,47762.9415,56000,65727.285,3205,9611,232,8463,519,83,721,527,0.325612110129026,0.976429950218429,0.0235700497815707,0.859798841816519,0.0527278268820482,0.00843238849944123,0.0732500253987605,0.0535405872193437
"75","Engineering","Miscellaneous Engineering",216,26947,2124,1048,23260,0.00219785310687461,0.0788213901361933,0.0388911567150332,0.863175863732512,552,8445,0.0204846550636434,0.313392956544328,39436.371,56626.584,73816.797,4891,23048,3899,19595,1628,24,3940,2848,0.181504434630942,0.855308568671837,0.144691431328163,0.727168144876981,0.0604148884848035,0.00089063717668015,0.146212936504991,0.105688944966044
"76","Engineering","Miscellaneous Engineering Technologies",167,19474,1078,1900,15862,0.00158833975593855,0.0553558590941769,0.0975659854164527,0.814521926671459,656,7282,0.0336859402279963,0.373934476738215,37919.5875,54000,69000,4439,16656,2818,15571,297,355,2136,1509,0.227944952244018,0.855294238471809,0.144705761528191,0.79957892574715,0.0152511040361508,0.0182294341172846,0.109684707815549,0.0774879326281195
"77","Health","Communication Disorders Sciences And Services",504,52066,7412,28673,14603,0.00424661074934255,0.142357776668075,0.550704874582261,0.280470940729075,815,11682,0.0156532093880844,0.224369070026505,32358.048,45503.505,59660.151,15381,1567,50499,45091,2754,182,1345,5643,0.295413513617332,0.0300964160872738,0.969903583912726,0.86603541658664,0.0528944032574041,0.00349556332347405,0.025832597088311,0.108381669419583
"78","Health","Community And Public Health",476,55469,7985,7442,36746,0.00452416647438409,0.143954280769439,0.134165029115362,0.662460112855829,2311,25547,0.0416629108150498,0.4605635580234,26000,36402.804,50559.45,11629,12364,43105,35908,9903,157,7066,7139,0.209648632569543,0.222899277073681,0.777100722926319,0.647352575312337,0.178532153094521,0.0028304097784348,0.127386468117327,0.12870251852386
"79","Health","General Medical And Health Services",601,70845,6368,16797,44291,0.00577826486646128,0.0898863716564331,0.237095066694897,0.625181734773096,2975,32527,0.0419930834921307,0.459129084621356,28313.292,38425.182,52000,16231,17671,53174,51442,9648,149,4783,5467,0.229105794339756,0.249431858282165,0.750568141717835,0.726120403698214,0.136184628414144,0.00210318300515209,0.0675135859976004,0.0771684663702449
"80","Health","Health And Medical Administrative Services",447,50714,7671,5831,32364,0.00413633883037218,0.151260007098632,0.114978112552747,0.638166975588595,1856,29345,0.0365973892810664,0.578637062744015,29000,39000,50559.45,14144,12597,38117,36744,7678,673,2176,4704,0.27889734590054,0.248392948692669,0.751607051307331,0.72453365934456,0.151398036045273,0.0132704972985763,0.0429072839846985,0.0927554521433924
"81","Health","Health And Medical Preparatory Programs",119,13943,1501,3959,7783,0.00113721994541703,0.107652585526788,0.283941762891774,0.558201247938033,734,6211,0.0526429032489421,0.445456501470272,28818.8865,40447.56,65000,3671,5299,8644,10505,1042,89,1352,1778,0.263286236821344,0.380047335580578,0.619952664419422,0.753424657534247,0.0747328408520404,0.00638313132037582,0.0969662196084057,0.127519185254249
"82","Health","Medical Assisting Services",127,13991,948,2056,10067,0.00114113492478876,0.0677578443284969,0.146951611750411,0.719533986133943,116,11205,0.00829104424272747,0.800871989135873,31852.4535,45503.505,60671.34,4462,2010,11981,11163,1166,0,1331,2351,0.318919305267672,0.143663783861054,0.856336216138947,0.797870059323851,0.0833392895432778,0,0.0951325852333643,0.168036594953899
"83","Health","Medical Technologies Technicians",296,32948,1820,2313,27793,0.00268730709041098,0.0552385577273279,0.0702015296831371,0.843541337865728,520,16135,0.0157824450649508,0.489711059851888,35000,45503.505,57637.773,10377,7121,25827,26905,2812,0,1500,2545,0.314950831613451,0.216128444822144,0.783871555177856,0.816589777831735,0.085346606774311,0,0.0455262838412043,0.0772429282505767
"84","Health","Miscellaneous Health Medical Professions",201,22753,3330,7319,11131,0.00185578178426979,0.146354326901947,0.321671867446051,0.489210214037709,781,7690,0.0343251439370632,0.337977409572364,30335.67,39436.371,50559.45,6946,2161,20592,19240,1223,0,1124,2792,0.3052784248231,0.0949764866171494,0.905023513382851,0.845602777655694,0.0537511536940184,0,0.049400079110447,0.122709093306377
"85","Health","Nursing",4491,517163,64443,18439,412082,0.042180884933781,0.124608682369002,0.0356541361234272,0.796812610337553,3469,49106,0.00670774978101682,0.0949526551590118,40447.56,50559.45,62693.718,177629,56178,460985,406250,38110,1114,48458,49004,0.343468113534804,0.108627260650897,0.891372739349103,0.785535701509969,0.0736904999004182,0.00215405974518672,0.0936996652892802,0.0947554252721096
"86","Health","Nutrition Sciences",270,31952,4011,6901,19036,0.00260607126844761,0.125532048072108,0.215980220330496,0.595768652979469,2947,14073,0.0922320981472208,0.440441912869304,28828.323,36402.804,50000,9451,7074,24878,26603,1555,0,2996,3152,0.29578743114672,0.221394591887832,0.778605408112168,0.832592638958438,0.0486667501251878,0,0.0937656484727091,0.0986479719579369
"87","Health","Pharmacy Pharmaceutical Sciences And Administration",287,37888,5059,23352,8926,0.00309022371741809,0.133525126689189,0.616342905405405,0.23558910472973,2308,10674,0.0609163851351351,0.281725084459459,41458.749,60671.34,102000,9031,13087,24801,20481,3832,162,12548,1476,0.238360430743243,0.345412795608108,0.654587204391892,0.540566934121622,0.101140202702703,0.00427576013513513,0.331186655405405,0.0389569256756757
"88","Health","Treatment Therapy Professions",690,87768,11400,29855,43156,0.00715853978120648,0.129887886245556,0.340158144198341,0.491705405159056,1860,29387,0.0211922340716434,0.334825904657734,30335.67,42000,60000,20847,23600,64168,69840,7451,957,6164,5196,0.237523926715887,0.268890711876766,0.731109288123234,0.795734208367514,0.0848942667031264,0.0109037462400875,0.070230607966457,0.0592015313098168
"89","Humanities & Liberal Arts","Anthropology And Archeology",527,58535,5734,8129,41441,0.00477423578175328,0.0979584863756727,0.138874177842317,0.707969590843085,4692,31592,0.0801571709233792,0.539711283847271,25000,35000,45503.505,8565,14934,43601,48868,2409,225,3405,6794,0.146322712906808,0.255129409754848,0.744870590245152,0.83485094387973,0.0411548646109165,0.00384385410438199,0.0581703254463142,0.116067310156317
"90","Humanities & Liberal Arts","Area Ethnic And Civilization Studies",410,46494,6209,8405,30620,0.00379214689394101,0.13354411321891,0.180776014109347,0.658579601669033,1725,20820,0.0371015614918054,0.447799716092399,30000,40000,50559.45,8719,11055,35439,33409,4413,225,3671,8215,0.187529573708436,0.237772615821396,0.762227384178604,0.718565836452015,0.0949154729642535,0.00483933410762679,0.0789564244848798,0.176689465307351
"91","Humanities & Liberal Arts","Art History And Criticism",266,28702,3377,6305,18981,0.00234099454015346,0.117657306111072,0.21967110305902,0.661312800501707,1790,14331,0.0623649919866211,0.499303184447077,29425.5999,40447.56,50559.45,4481,3490,25212,23934,821,0,2029,2260,0.15612152463243,0.121594313985088,0.878405686014912,0.833879172183123,0.0286042784474949,0,0.0706919378440527,0.078740157480315
"92","Humanities & Liberal Arts","Composition And Rhetoric",303,34004,2565,2265,28228,0.00277343663658902,0.075432302082108,0.0666098106105164,0.830137630866957,1476,16866,0.0434066580402306,0.496000470532878,24268.536,31000,40447.56,6820,9566,24438,29314,1298,0,1358,2074,0.200564639454182,0.28131984472415,0.71868015527585,0.862075049994118,0.0381719797670862,0,0.0399364780614045,0.0609928243736031
"93","Humanities & Liberal Arts","English Language And Literature",2410,263073,27820,38597,190181,0.021456778505393,0.105750114987095,0.146715930559198,0.722921014319219,12694,116990,0.0482527663424221,0.444705461982035,28313.292,37500,50559.45,46873,75442,187631,217807,16432,737,15171,22113,0.178174879216035,0.286772112683552,0.713227887316448,0.827933691408849,0.0624617501606018,0.00280150376511463,0.0576684038270746,0.0840565166322656
"94","Humanities & Liberal Arts","French German Latin And Other Common Foreign Language Studies",531,58900,5850,8624,41205,0.00480400593739247,0.099320882852292,0.14641765704584,0.699575551782682,3087,27331,0.0524108658743633,0.46402376910017,27200.9841,39436.371,50000,14836,16492,42408,49501,3321,48,1210,10407,0.25188455008489,0.28,0.72,0.840424448217317,0.056383701188455,0.000814940577249576,0.0205432937181664,0.176689303904924
"95","Humanities & Liberal Arts","History",1873,206312,21902,33841,144752,0.0168272338362532,0.106159602931482,0.164028267866144,0.701616968474931,9881,101169,0.0478934817170111,0.49036895575633,28313.292,38930.7765,50559.45,43451,120495,85817,174687,12913,1000,7338,16629,0.210608205048664,0.58404261506844,0.41595738493156,0.84671274574431,0.0625896700143472,0.00484702780255148,0.0355674900151227,0.0806012253286285
"96","Humanities & Liberal Arts","Intercultural And International Studies",387,41017,5012,5086,29688,0.00334543143521268,0.122193236950533,0.123997366945413,0.723797449837872,2588,19356,0.0630957895506741,0.471901894336495,30000,40000,50559.45,8294,12679,28338,32851,1460,141,3895,4837,0.202208840236975,0.309115732501158,0.690884267498842,0.800911817051466,0.0355949971962845,0.00343759904429871,0.0949606260818685,0.117926713313992
"97","Humanities & Liberal Arts","Liberal Arts",845,106697,7846,10160,83904,0.00870242820886187,0.0735353383881459,0.0952229209818458,0.786376374218582,7906,58509,0.0740976784726843,0.548365933437679,27302.103,38222.9442,50000,26129,34826,71871,81294,12442,745,6184,15425,0.244889734481757,0.326400929735606,0.673599070264394,0.761914580541159,0.116610588863792,0.0069823893830192,0.0579585180464305,0.144568263400096
"98","Humanities & Liberal Arts","Linguistics And Comparative Language And Literature",179,21474,2362,2641,15681,0.00175146389642726,0.109993480488032,0.122985936481326,0.730231908354289,1457,9977,0.0678494924094254,0.464608363602496,25279.725,34380.426,50559.45,3956,5403,16071,15238,722,141,3067,3578,0.184222781037534,0.251606594020676,0.748393405979324,0.709602309769954,0.0336220545776288,0.00656607991058955,0.14282388004098,0.166620098724038
"99","Humanities & Liberal Arts","Other Foreign Languages",129,12393,1735,971,8891,0.00101079873653828,0.13999838618575,0.0783506818365206,0.717421124828532,558,5605,0.0450254175744372,0.452271443556847,25279.725,40000,54604.206,2569,4358,8035,8969,849,141,1191,991,0.207294440409909,0.351650125070604,0.648349874929396,0.723715000403454,0.0685064149116437,0.0113773904623578,0.0961026385862987,0.0799644960865004
"100","Humanities & Liberal Arts","Philosophy And Religious Studies",618,70084,8715,13396,45492,0.00571619613100532,0.124350779065122,0.191142058101707,0.649106786142344,4344,31624,0.0619827635408938,0.451229952628275,30000,39436.371,53593.017,19892,45230,24854,56073,4636,866,5342,4901,0.28383083157354,0.645368415044803,0.354631584955197,0.800082757833457,0.0661491923976942,0.0123566006506478,0.076222818332287,0.0699303692711603
"101","Humanities & Liberal Arts","Theology And Religious Vocations",450,47000,7617,5017,32707,0.00383341730148465,0.162063829787234,0.106744680851064,0.695893617021277,2880,21842,0.0612765957446808,0.464723404255319,24000,33369.237,40447.56,24207,31834,15166,40734,2421,0,2286,3062,0.515042553191489,0.67731914893617,0.32268085106383,0.86668085106383,0.0515106382978723,0,0.0486382978723404,0.0651489361702128
"102","Industrial Arts & Consumer Services","Construction Services",352,41395,1127,1787,36897,0.00337626189776504,0.0272255103273342,0.0431694649112212,0.891339533760116,588,13259,0.0142046140838265,0.320304384587511,41000,56626.584,70783.23,9997,38833,2562,35367,2177,0,1105,4500,0.241502596931997,0.938108467206184,0.0618915327938157,0.854378548133833,0.0525908926198816,0,0.026694045174538,0.108708781253775
"103","Industrial Arts & Consumer Services","Cosmetology Services And Culinary Arts",182,22959,1656,1480,18934,0.00187258357074013,0.0721285770286162,0.0644627379241256,0.82468748638878,5602,20069,0.244000174223616,0.874123437431944,24268.536,31346.859,45503.505,3881,12153,10806,15977,3224,107,1799,3293,0.169040463434819,0.529334901345877,0.470665098654123,0.695892678252537,0.140424234504987,0.00466048172829827,0.0783570713010149,0.143429591881179
"104","Industrial Arts & Consumer Services","Family And Consumer Sciences",900,97445,8893,11067,73089,0.0079478159349611,0.0912617373903227,0.113571758427831,0.750053876545744,3615,38743,0.0370978500692698,0.397588383190518,25279.725,34500,43481.127,26406,7855,89590,71360,12007,646,7099,11149,0.270983631792293,0.0806095746318436,0.919390425368156,0.732310534147468,0.12321822566576,0.00662938067627893,0.0728513520447432,0.114413258761353
"105","Industrial Arts & Consumer Services","Physical Fitness Parks Recreation And Leisure",2097,247367,27581,33709,175968,0.0201757646301352,0.111498300096618,0.136271208366516,0.711364086559646,17389,144874,0.070296361276969,0.585664215517834,25279.725,35391.615,48000,56641,136031,111336,199603,25554,2273,8801,19277,0.228975570710725,0.549915712281751,0.450084287718249,0.80691038012346,0.103303997703817,0.00918877619084195,0.0355787150266608,0.0779287455481127
"106","Industrial Arts & Consumer Services","Transportation Sciences And Technologies",269,31956,1692,940,26719,0.00260639751672858,0.0529478032294405,0.029415446238578,0.836118412817624,448,18398,0.0140192765051946,0.575729127550382,30335.67,41458.749,60000,7952,27204,4752,25110,2633,363,2237,2493,0.248842157967205,0.851295531355614,0.148704468644386,0.785767930904994,0.0823945424959319,0.0113593691325573,0.0700025034422331,0.0780135185880586
"107","Interdisciplinary","Multi/Interdisciplinary Studies",244,27220,2210,2195,21664,0.00222011955205132,0.0811903012490816,0.0806392358559882,0.795885378398237,1506,9981,0.0553269654665687,0.366678912564291,26400,36000,50000,7010,8899,18321,21586,2571,86,1311,4316,0.257531227038942,0.326928728875827,0.673071271124173,0.793019838354151,0.094452608376194,0.00315944158706833,0.0481631153563556,0.158559882439383
"108","Law & Public Policy","Criminal Justice And Fire Protection",3004,365002,29215,21992,297085,0.0297703187633298,0.0800406573114668,0.0602517246480841,0.813927046975085,21726,262245,0.0595229615180191,0.718475515202656,30000,38000,50000,80989,209003,155999,263310,62043,1701,11161,60981,0.221886455416683,0.572607821327006,0.427392178672994,0.721393307433932,0.169979890521148,0.00466024843699487,0.0305779146415636,0.167070317422918
"109","Law & Public Policy","Pre-Law And Legal Studies",159,18905,2606,2640,13180,0.00154193093796952,0.137847130388786,0.139645596403068,0.697170060830468,1157,12377,0.0612007405448294,0.654694525257868,30000,40447.56,50559.45,3640,6193,12712,14565,1720,114,1228,4260,0.192541655646654,0.32758529489553,0.67241470510447,0.770431102882835,0.0909812218989685,0.00603015075376884,0.064956360751124,0.225337212377678
"110","Law & Public Policy","Public Policy",113,11961,1510,3086,7043,0.000975563922192721,0.126243625114957,0.258005183513084,0.588830365354067,254,4606,0.0212356826352312,0.385084859125491,35391.615,47525.883,65000,3296,4709,7252,7510,1425,0,1834,1285,0.275562243959535,0.393696179249227,0.606303820750773,0.627873923584985,0.119137195886632,0,0.153331661232338,0.107432488922331
"111","Physical Sciences","Chemistry",914,98896,27301,17325,50773,0.00806616249888566,0.276057676751335,0.175184031710079,0.513397912959068,2563,28529,0.0259161138974276,0.288474761365475,29324.481,39436.371,50559.45,19085,52963,45933,74559,6055,121,12882,7292,0.19298050477269,0.535542387963113,0.464457612036887,0.75391320174729,0.0612259343148358,0.00122350752305452,0.130258048859408,0.0737340236207733
"112","Physical Sciences","Geology And Earth Science",253,28846,3717,4821,19594,0.00235273947826864,0.128856687235665,0.167128891354087,0.679262289398877,1731,10516,0.0600083200443736,0.364556610968592,34000,43481.127,58648.962,5333,17180,11666,25717,330,23,1480,2221,0.184878319351037,0.595576509741385,0.404423490258615,0.891527421479581,0.0114400610136587,0.000797337585800458,0.0513069403036816,0.076995077307079
"113","Physical Sciences","Multi-Disciplinary Or General Science",630,88894,12146,9863,63765,0.00725037867230163,0.136634643507998,0.110952370238711,0.717315004387248,5149,40813,0.0579229194321327,0.45911985060859,29728.9566,42469.938,58648.962,19562,42389,46505,62694,13716,116,6794,12229,0.220059846558823,0.476848831192206,0.523151168807794,0.705266947150539,0.154296127972642,0.00130492496681441,0.0764281053839404,0.13756833982046
"114","Physical Sciences","Physics",457,49870,16119,8746,23035,0.00406750044308595,0.323220372969721,0.175375977541608,0.461900942450371,1036,11932,0.020774012432324,0.23926208141167,30335.67,42000,65000,12267,40065,9805,39106,1034,301,6416,3407,0.245979546821737,0.803388810908362,0.196611189091638,0.784158812913575,0.0207339081612192,0.00603569280128334,0.128654501704432,0.0683176258271506
"115","Psychology & Social Work","Human Services And Community Organization",185,22566,3652,2353,15789,0.0018405296771341,0.161836391030754,0.104271913498183,0.699680935921298,668,9204,0.0296020561907294,0.407870247274661,24500,31346.859,42000,5398,4198,18368,15465,3586,735,1110,2665,0.239209430116104,0.186032083665692,0.813967916334308,0.685323052379686,0.158911636975982,0.0325711247008774,0.0491890454666312,0.11809802357529
"116","Psychology & Social Work","Miscellaneous Psychology",143,15198,2061,2615,9464,0.0012395803435737,0.135609948677458,0.172062113435978,0.622713514936176,666,9052,0.0438215554678247,0.595604684826951,25279.725,32000,42469.938,2390,2376,12822,10059,1854,151,1142,3145,0.157257533886038,0.156336360047375,0.843663639952625,0.661863403079353,0.121989735491512,0.00993551783129359,0.0751414659823661,0.206935123042506
"117","Psychology & Social Work","Psychology",5417,625891,101571,101988,391710,0.0510489657073091,0.162282250423796,0.16294850061752,0.625843797082879,32292,287532,0.0515936480952754,0.459396284656594,26290.914,35391.615,47525.883,132417,145322,480569,462807,70930,2086,40070,86950,0.211565592091914,0.232184198207036,0.767815801792964,0.739437058529361,0.113326441824535,0.00333284869090624,0.0640207320443975,0.138921952863997
"118","Psychology & Social Work","Social Work",963,118572,20383,36326,56687,0.00967097779301357,0.171903990824141,0.306362378976487,0.478080828526128,3764,30007,0.0317444253280707,0.253069864723543,28313.292,35000,44896.7916,33975,13110,105462,83768,24499,417,3325,14456,0.286534763687886,0.110565732213339,0.889434267786661,0.706473703741187,0.206617076544209,0.00351685052120231,0.0280420335323685,0.121917484735013
"119","Social Science","Criminology",351,40991,4817,3265,30060,0.00334331082138633,0.117513600546461,0.0796516308457954,0.733331706960064,2005,27923,0.0489131760630382,0.681198311824547,28313.292,38000,50000,6082,21321,19670,30577,5263,395,1607,9480,0.148374033324388,0.520138567002513,0.479861432997487,0.745944231660608,0.128394037715596,0.00963626161840404,0.0392037276475324,0.231270278841697
"120","Social Science","Economics",2199,254585,18750,30046,199538,0.0207644796531589,0.0736492723451892,0.118019521967123,0.7837775202781,7005,92646,0.0275153681481627,0.363909892570261,40000,55000,75000,37712,172066,82519,181833,14454,0,43662,21314,0.148131272463028,0.675868570418524,0.324131429581476,0.714232967378282,0.0567747510654595,0,0.171502641553901,0.0837205648408194
"121","Social Science","General Social Sciences",154,19241,3351,1956,12857,0.00156933579357162,0.174159347227275,0.101657917987631,0.668208513071046,889,9628,0.0462034197806767,0.500389792630321,24268.536,35391.615,49548.261,3797,5303,13938,12713,3743,0,1283,2507,0.197339015643678,0.275609375812068,0.724390624187932,0.660724494568889,0.194532508705369,0,0.0666805259601892,0.130294683228522
"122","Social Science","Geography",263,31557,2792,3943,23149,0.00257385425070109,0.0884748233355515,0.124948505878252,0.73356149190354,1381,11963,0.0437620813131793,0.379091802135818,30335.67,42000,55000,7702,20405,11152,24733,1221,93,2718,3397,0.244066292740121,0.646607725702697,0.353392274297303,0.783756377348924,0.0386918908641506,0.00294704819849796,0.0861298602528758,0.107646480970941
"123","Social Science","Interdisciplinary Social Sciences",187,22148,2370,3586,15583,0.00180643673177196,0.107007404731804,0.16191078201192,0.703584973812534,916,10852,0.0413581361748239,0.489976521582084,26290.914,35391.615,46900,3882,8068,14080,17956,2025,221,922,2609,0.175275419902474,0.364276684124977,0.635723315875023,0.810727830955391,0.0914303774607188,0.00997832761423153,0.0416290409969297,0.117798446812353
"124","Social Science","International Relations",415,45571,2903,7081,34228,0.00371686510310547,0.0637027934431985,0.155383906431722,0.751091703056769,2663,20606,0.0584362862346668,0.452173531412521,32358.048,45000,60671.34,6208,17074,28497,33251,1790,0,5496,4751,0.136226986460688,0.374668100326962,0.625331899673038,0.729652629962037,0.0392793662636326,0,0.120603015075377,0.104254898948893
"125","Social Science","Political Science And Government",2505,280280,27881,49572,193900,0.0228602170480876,0.0994755244755245,0.176865991151705,0.691808191808192,11172,135256,0.0398601398601399,0.482574568288854,32358.048,45000,60671.34,46329,148090,132190,218369,28024,517,14274,33672,0.165295418866847,0.528364492650207,0.471635507349793,0.779110175538747,0.0999857285571571,0.00184458398744113,0.0509276437847866,0.120137005851292
"126","Social Science","Sociology",1496,168453,17196,16502,127810,0.0137393754188722,0.102081886342184,0.0979620428250016,0.758727953791265,7812,80394,0.0463749532510552,0.477248846859361,28000,36402.804,50559.45,31762,47877,120576,113514,24888,1376,12233,27292,0.188551109211471,0.284215775320119,0.715784224679881,0.673861551886876,0.147744474719952,0.00816845054703686,0.0726196624577775,0.16201551768149
