"","major_category","major","unwgt_num","num","num_in_grad","num_went_grad","num_no_grad","pct","pct_in_grad","pct_went_grad","pct_no_grad","num_lowend","num_noncollege","pct_lowend","pct_noncollege","per25_ftyr_earn","med_ftyr_earn","per75_ftyr_earn","ever_marr","men","women","white","black","natam","asian","hispan","pct_ever_marr","pct_men","pct_women","pct_white","pct_black","pct_natam","pct_asian","pct_hispan"
"58","Education","Social Science Or History Teacher Education",252,25879,4099,2811,18187,0.00211074481585364,0.158390973376096,0.108620889524325,0.702770586189575,717,6668,0.0277058618957456,0.257660651493489,30000,38425.182,45503.505,8131,15094,10785,23723,632,188,837,2512,0.314192974999034,0.583252830480312,0.416747169519688,0.916689207465513,0.0244213454924843,0.00726457745662506,0.0323428262297616,0.0970671200587349
"59","Education","Special Needs Education",435,43962,9449,8638,24544,0.0035856317320823,0.214935626222647,0.196487875892817,0.558300350302534,1535,5705,0.034916518811701,0.129771166007006,32358.048,40447.56,47525.883,13266,4770,39192,38666,1834,136,791,2725,0.30176061143715,0.108502797870888,0.891497202129112,0.879532323370183,0.0417178472317001,0.00309358081979892,0.0179928119739775,0.0619853509849415
"60","Education","Teacher Education: Multiple Levels",253,24253,4086,3877,16144,0.00197812488963632,0.168474003216097,0.15985651259638,0.665649610357482,0,2070,0,0.0853502659464808,32000,37413.993,43481.127,11543,4483,19770,22170,897,0,414,575,0.475941120686101,0.184843112192306,0.815156887807694,0.91411371789057,0.036985115243475,0,0.0170700531892962,0.0237084072073558
"61","Engineering","Aerospace Engineering",335,33743,4775,5012,22588,0.00275214893625525,0.141510831876241,0.148534510861512,0.669412915271316,584,7192,0.0173072933645497,0.213140503215482,45503.505,64000,76000,8294,30517,3226,27851,679,169,3448,2314,0.245799128708177,0.904394985626648,0.0956050143733515,0.825386005986427,0.0201226921139199,0.00500844619624811,0.102184156713985,0.0685771863793972
"62","Engineering","Architecture",679,76506,4543,17864,52123,0.00623998774611457,0.0593809635845555,0.233498026298591,0.681292970485975,1865,16361,0.0243771730321805,0.213852508300003,35391.615,45503.505,57637.773,16850,45331,31175,58191,4267,70,7384,10201,0.22024416385643,0.592515619689959,0.407484380310041,0.760607011214807,0.0557734033931979,0.000914960918097927,0.0965153059890727,0.133335947507385
"63","Engineering","Biological Engineering",179,18882,4311,3860,10267,0.0015400550103539,0.228312678741659,0.204427497087173,0.543745365956996,0,3597,0,0.190498887829679,38000,56626.584,70783.23,3416,11926,6956,11564,1325,0,5766,718,0.180913038873001,0.631606821311302,0.368393178688698,0.612435123397945,0.0701726512022032,0,0.305370193835399,0.0380256328778731
"64","Engineering","Biomedical Engineering",329,33946,7034,7932,18566,0.00276870603651485,0.207211453484947,0.233665233017145,0.546927473045425,198,6144,0.00583279325988334,0.180993342367289,40000,60000,74000,4302,18615,15331,23676,1851,0,7640,1507,0.126730689919284,0.548370942084487,0.451629057915513,0.697460672833323,0.054527779414364,0,0.225063335886408,0.0443940375891121
"65","Engineering","Chemical Engineering",759,84098,12151,7857,62975,0.0068592069834097,0.144486194677638,0.0934267164498561,0.748828747413732,1122,11562,0.0133415776831791,0.137482460938429,45503.505,66000,80000,16042,54148,29950,61700,3760,206,15123,5126,0.19075364455754,0.643867868439202,0.356132131560798,0.733667863682846,0.044709743394611,0.00244952317534305,0.179825917382102,0.0609526980427596
"66","Engineering","Civil Engineering",1066,113500,11515,16628,82501,0.00925729497273421,0.101453744493392,0.146502202643172,0.726881057268722,1599,17250,0.0140881057268722,0.151982378854626,48537.072,59000,70783.23,26914,84349,29151,86786,5362,839,12730,13792,0.237127753303965,0.743162995594714,0.256837004405286,0.76463436123348,0.0472422907488987,0.0073920704845815,0.11215859030837,0.121515418502203
"67","Engineering","Computer Engineering",861,93774,9339,13943,67715,0.00764840157509408,0.0995905048307633,0.148687269392369,0.722108473564101,1732,16550,0.0184699383624459,0.176488152366328,48537.072,69772.041,85951.065,18061,78942,14832,58722,6057,629,23423,6942,0.192601360718323,0.841832490882334,0.158167509117666,0.626207690831147,0.0645914645850662,0.00670761618359033,0.249781389297673,0.0740290485635677
